5889;Barkarby handelsplats;55138;2007-11-14 09:16:56.583;2007-11-15 00:00:00.000;
5865;Barkarby skola;51452;2007-08-25 04:03:05.150;2007-08-26 00:00:00.000;
1009703;Barkarby station;6051;2007-08-25 04:03:05.150;2007-08-26 00:00:00.000;
1009703;Barkarby station;51454;2007-08-25 04:03:05.150;2007-08-26 00:00:00.000;
6809;Barkarevägen;64207;2007-08-25 04:03:05.150;2007-08-26 00:00:00.000;
6934;Barnabo;64359;2007-08-25 04:03:05.150;2007-08-26 00:00:00.000;
4443;Barndalsvägen;41365;2008-10-13 11:11:45.203;2008-10-14 00:00:00.000;
6685;Barnens ö centralbryggan;63633;2007-08-25 04:03:05.150;2007-08-26 00:00:00.000;
6686;Barnens ö gård;63635;2007-08-25 04:03:05.150;2007-08-26 00:00:00.000;
3815;Barnhemsvägen;55019;2007-08-25 04:03:05.150;2007-08-26 00:00:00.000;
4408;Barnviks gård;41399;2009-02-18 09:40:00.740;2009-02-19 00:00:00.000;
4458;Barnvikshöjden;41397;2009-02-18 09:40:00.740;2009-02-19 00:00:00.000;
1300;Barnängen;10881;2010-02-15 12:25:39.337;2010-02-16 00:00:00.000;
5551;Barrvägen;52630;2009-02-18 09:40:00.740;2009-02-19 00:00:00.000;
5861;Barsbro torg;51578;2007-08-25 04:03:05.150;2007-08-26 00:00:00.000;
5853;Barsbrovägen;51576;2007-08-25 04:03:05.150;2007-08-26 00:00:00.000;
3840;Basgränd;12470;2007-08-25 04:03:05.150;2007-08-26 00:00:00.000;
7703;Bastmoravägen;75673;2007-08-25 04:03:05.150;2007-08-26 00:00:00.000;
4609;Bastuvägen;80994;2007-08-25 04:03:05.150;2007-08-26 00:00:00.000;
6459;Beateberg;64901;2007-08-25 04:03:05.150;2007-08-26 00:00:00.000;
6454;Beatebergs vägskäl;62555;2007-08-25 04:03:05.150;2007-08-26 00:00:00.000;
4338;Beatedal;41239;2007-08-25 04:03:05.150;2007-08-26 00:00:00.000;
4303;Beatelundsvägen;41145;2007-08-25 04:03:05.150;2007-08-26 00:00:00.000;
4052;Becksjudarvägen;40805;2007-08-25 04:03:05.150;2007-08-26 00:00:00.000;
1960;Bedaröbacken;14007;2007-08-25 04:03:05.150;2007-08-26 00:00:00.000;
1409;Bellmansro;4318;2010-07-27 17:24:58.763;2010-07-28 00:00:00.000;
7630;Bellmansvägen;75078;2007-08-25 04:03:05.150;2007-08-26 00:00:00.000;
3629;Bengt Tranas väg;12411;2007-08-25 04:03:05.150;2007-08-26 00:00:00.000;
5272;Berga;51097;2009-10-06 11:50:04.530;2009-10-07 00:00:00.000;
2468;Berga;62807;2010-02-15 12:25:39.337;2010-02-16 00:00:00.000;
2527;Berga;66323;2010-02-15 12:25:39.337;2010-02-16 00:00:00.000;
8706;Berga;75483;2007-08-25 04:03:05.150;2007-08-26 00:00:00.000;
8315;Berga;80668;2008-03-27 12:04:50.037;2008-06-15 00:00:00.000;
5159;Berga (Vidbo);51219;2007-09-15 20:02:40.943;2007-09-17 00:00:00.000;
8313;Berga bro;81069;2007-08-25 04:03:05.150;2007-08-26 00:00:00.000;
8330;Berga gård;81085;2010-02-15 12:25:39.337;2010-02-16 00:00:00.000;
8314;Berga sjukhus;80665;2007-08-25 04:03:05.150;2007-08-26 00:00:00.000;
5192;Berga-Bromsta;57515;2007-09-15 20:02:40.943;2007-09-17 00:00:00.000;
7411;Bergaholmsvägen;70762;2007-08-25 04:03:05.150;2007-08-26 00:00:00.000;
2614;Bergavägen;66029;2007-08-25 04:03:05.150;2007-08-26 00:00:00.000;
7338;Bergavägen;70536;2009-08-21 17:18:38.213;2009-08-22 00:00:00.000;
7762;Bergavägen;75316;2009-08-21 17:18:38.213;2009-08-22 00:00:00.000;
5291;Bergby;51133;2007-08-25 04:03:05.150;2007-08-26 00:00:00.000;
6348;Bergby;65313;2007-08-25 04:03:05.150;2007-08-26 00:00:00.000;
6944;Bergby gård;64369;2007-08-25 04:03:05.150;2007-08-26 00:00:00.000;
6943;Bergby handel;64373;2007-08-25 04:03:05.150;2007-08-26 00:00:00.000;
6942;Bergby skola;64375;2007-08-25 04:03:05.150;2007-08-26 00:00:00.000;
6930;Bergbybadet;64367;2007-08-25 04:03:05.150;2007-08-26 00:00:00.000;
3761;Bergengatan;51474;2007-08-25 04:03:05.150;2007-08-26 00:00:00.000;
8030;Bergfoten;80011;2007-08-25 04:03:05.150;2007-08-26 00:00:00.000;
8026;Bergfotens skola;80027;2007-08-25 04:03:05.150;2007-08-26 00:00:00.000;
5793;Berghem;51600;2007-08-25 04:03:05.150;2007-08-26 00:00:00.000;
1186;Bergiusvägen;60303;2007-08-25 04:03:05.150;2007-08-26 00:00:00.000;
5448;Bergkällavägen;51664;2007-08-25 04:03:05.150;2007-08-26 00:00:00.000;
3437;Berglunda;51548;2007-08-25 04:03:05.150;2007-08-26 00:00:00.000;
9202;Bergshamra;2241;2011-02-01 11:37:07.380;2011-02-02 00:00:00.000;
9202;Bergshamra;50357;2011-02-01 11:37:07.380;2011-02-02 00:00:00.000;
9202;Bergshamra;50359;2011-02-01 11:37:07.380;2011-02-02 00:00:00.000;
3551;Bergshamra allé;50274;2007-08-25 04:03:05.150;2007-08-26 00:00:00.000;
6351;Bergshamra brandstation;62079;2007-08-25 04:03:05.150;2007-08-26 00:00:00.000;
3431;Bergshamra bro;50388;2007-08-25 04:03:05.150;2007-08-26 00:00:00.000;
3432;Bergshamra centrum;2241;2007-08-25 04:03:05.150;2007-08-26 00:00:00.000;
3432;Bergshamra centrum;50357;2007-08-25 04:03:05.150;2007-08-26 00:00:00.000;
6342;Bergshamra fritidsområde;62223;2007-08-25 04:03:05.150;2007-08-26 00:00:00.000;
3434;Bergshamra gård;50353;2007-08-25 04:03:05.150;2007-08-26 00:00:00.000;
5230;Bergshamra gård;55048;2007-08-25 04:03:05.150;2007-08-26 00:00:00.000;
