name;lat;lon;sa;id;gtfsid;gtfsname;gtfslat;gtfslon
Hammarbyhöjden;59294745;18104535;200101911;1566;7421695;Hammarbyhöjden T-bana;59.294765339847;18.104550590673
Garagevägen;59293118;18095429;200170732;1567;7469188;Garagevägen;59.293158679898;18.095331268811
Hammarbyhallen;59291131;18095780;200113871;1568;7465623;Hammarbyhallen;59.290526658646;18.095891695811
Hammarbyhöjden;59294745;18104535;200101911;1569;7421695;Hammarbyhöjden T-bana;59.294765339847;18.104550590673
Kärrtorpsvägen;59279292;18109039;200113017;1570;7445489;Enskededalen Kärrtorpsvägen;59.279594307764;18.10831824765
Åkervägen;59279697;18100778;200113019;1571;7451187;Åkervägen;59.279645415123;18.100846307316
De Gamlas väg;59281117;18106405;200180159;1572;7469368;De Gamlas väg;59.281417642365;18.105756419959
Dalgårdsvägen;59283859;18099879;200180157;1573;7469367;Dalgårdsvägen;59.283893484401;18.09979848849
Understensvägen;59288192;18116572;200113877;1574;7465625;Understensvägen;59.288140295636;18.116600986704
Kärrtorpsvägen;59279292;18109039;200113017;1575;7445489;Enskededalen Kärrtorpsvägen;59.279594307764;18.10831824765
Karlsövägen;59285558;18110684;200113555;1576;7465543;Karlsövägen;59.28556317271;18.110511606095
Kärrtorpsgården;59286933;18108796;200113553;1577;7445487;Kärrtorp Kärrtorpsgården;59.287006407977;18.108625848317
Åstorpsringen;59288506;18102162;200113559;1578;7465544;Åstorpsringen;59.288463580824;18.101878857272
Kärrtorpsvägen;59279292;18109039;200113017;1579;7445489;Enskededalen Kärrtorpsvägen;59.279594307764;18.10831824765
Kolbäcksgränd;59279292;18137534;200113005;1580;7451126;Kolbäcksgränd;59.278714472844;18.138072033241
Stångåvägen;59276308;18136537;200113003;1581;7451121;Stångåvägen;59.276078741294;18.136821441657
Kolbäcksgränd;59279292;18137534;200113005;1582;7451126;Kolbäcksgränd;59.278714472844;18.138072033241
Byälvsvägen;59280416;18133202;200113007;1583;7451140;Byälvsvägen;59.280453878987;18.133207253635
Rusthållarvägen;59280803;18127718;200113009;1584;7451154;Rusthållarvägen;59.280849380282;18.127653784608
Vikstensvägen;59281162;18121624;200113011;1585;7451162;Vikstensvägen;59.281411631423;18.122304563863
Gränsberget;59279652;18116077;200113013;1586;7451163;Gränsberget;59.279749327078;18.116295493071
Statsrådsvägen;59279553;18113210;200113015;1587;7451184;Statsrådsvägen;59.279766367149;18.112295706717
Holmögaddsvägen;59280524;18117965;200113581;1588;7465552;Holmögaddsvägen;59.280621055453;18.11777599138
Laxåvägen;59272299;18135809;200113091;1589;7451256;Laxåvägen;59.272324542019;18.135845530815
Svartbäcksvägen;59272676;18140663;200113093;1590;7451287;Svartbäcksvägen;59.272766290856;18.141261880954
Letstigen;59274798;18146263;200113095;1591;7451327;Letstigen;59.274905037651;18.146180770538
Djursjukhuset;59277396;18141229;200113097;1592;7451331;Djursjukhuset;59.277371557969;18.14134918566
Voxnegränd;59273926;18133993;200113122;1593;7451856;Voxnegränd;59.273964517888;18.134027614893
Sjövikstorget;59307357;18028918;200113905;1594;7416394;Sjövikstorget;59.307506470468;18.029103556411
Sjöviksvägen;59306422;18031435;200113907;1595;7416408;Sjöviksvägen;59.306467685596;18.031564572078
Svartbäcksvägen;59272676;18140663;200113093;1596;7451287;Svartbäcksvägen;59.272766290856;18.141261880954
Svartbäcksvägen;59272676;18140663;200113093;1597;7451287;Svartbäcksvägen;59.272766290856;18.141261880954
Svartbäcksvägen;59272676;18140663;200113093;1598;7451287;Svartbäcksvägen;59.272766290856;18.141261880954
Svartbäcksvägen;59272676;18140663;200113093;1599;7451287;Svartbäcksvägen;59.272766290856;18.141261880954
Ekensberg;59314719;17988206;200114066;1600;7465671;Ekensberg;59.314553147611;17.988355429571
Stora Fågelsången;59312400;18009789;200113079;1601;7451253;Stora Fågelsången;59.312551302777;18.009655478038
Trekanten;59314197;18017807;200104517;1602;7424922;Liljeholmen Trekanten Spårv;59.314069488655;18.018097155149
Trekanten;59314197;18017807;200104517;1603;7424922;Liljeholmen Trekanten Spårv;59.314069488655;18.018097155149
Kilabergsvägen;59305864;18011227;200170738;1604;7469191;Kilabergsvägen;59.30593050091;18.010877813089
Gröndal;59315905;18011560;200104519;1605;7424923;Gröndal Spårv;59.315283731273;18.008971613128
Trekanten;59314197;18017807;200104517;1606;7424922;Liljeholmen Trekanten Spårv;59.314069488655;18.018097155149
Bryggvägen;59315222;17998660;200114061;1607;7465669;Bryggvägen;59.315221425993;17.999359182093
Mörtviken;59314503;17995127;200114063;1608;7465670;Mörtviken;59.314500831671;17.99522006497
Fågelsångsvägen;59315006;18006175;200114059;1609;7465668;Fågelsångsvägen;59.314928926236;18.005523383997
Marievik;59310467;18027012;200113879;1610;7465626;Marievik;59.310539792924;18.027633063938
Marievik;59310467;18027012;200113879;1611;7465626;Marievik;59.310539792924;18.027633063938
Marievik;59310467;18027012;200113879;1612;7465626;Marievik;59.310539792924;18.027633063938
Marievik;59310467;18027012;200113879;1613;7465626;Marievik;59.310539792924;18.027633063938
Marievik;59310467;18027012;200113879;1614;7465626;Marievik;59.310539792924;18.027633063938
Marievik;59310467;18027012;200113879;1615;7465626;Marievik;59.310539792924;18.027633063938
Marievik;59310467;18027012;200113879;1616;7465626;Marievik;59.310539792924;18.027633063938
Marievik;59310467;18027012;200113879;1617;7465626;Marievik;59.310539792924;18.027633063938
Marievik;59310467;18027012;200113879;1618;7465626;Marievik;59.310539792924;18.027633063938
Marievik;59310467;18027012;200113879;1619;7465626;Marievik;59.310539792924;18.027633063938
Svandammsvägen;59301469;18017475;200114041;1620;7465666;Svandammsvägen;59.30151347212;18.01770315125
Svandammsvägen;59301469;18017475;200114041;1621;7465666;Svandammsvägen;59.30151347212;18.01770315125
Svandammsvägen;59301469;18017475;200114041;1622;7465666;Svandammsvägen;59.30151347212;18.01770315125
Nybodahöjden;59302565;18021619;200113205;1623;7452704;Nybodahöjden;59.302581972652;18.021407280924
Sjöviksbacken;59301909;18024837;200113207;1624;7452807;Sjöviksbacken;59.301855201499;18.025064930302
Svandammsvägen;59301469;18017475;200114041;1625;7465666;Svandammsvägen;59.30151347212;18.01770315125
Hildebergsvägen;59302395;18029169;200113179;1626;7452305;Hildebergsvägen;59.302648396639;18.029629336645
Svandammsvägen;59301469;18017475;200114041;1627;7465666;Svandammsvägen;59.30151347212;18.01770315125
Svandammsvägen;59301469;18017475;200114041;1628;7465666;Svandammsvägen;59.30151347212;18.01770315125
Svandammsvägen;59301469;18017475;200114041;1629;7465666;Svandammsvägen;59.30151347212;18.01770315125
Hökmossen;59291464;17989932;200112911;1630;7451109;Hökmossen;59.291460399562;17.990316884778
Mejselvägen;59293423;17989932;200113391;1631;7465489;Mejselvägen;59.293728210212;17.990023390967
Klensmedsvägen;59297100;17990201;200113375;1632;7465482;Klensmedsvägen;59.297126101081;17.990346533777
Hökmossen;59291464;17989932;200112911;1633;7451109;Hökmossen;59.291460399562;17.990316884778
Tellusborgsvägen;59296174;18000818;200113379;1634;7465483;Tellusborgsvägen;59.296512510753;18.000138517376
Svandammsplan;59300947;18003721;200113067;1635;7451247;Svandammsplan;59.300701407409;18.003077143906
Majstångsvägen;59303761;18007209;200113505;1636;7465533;Majstångsvägen;59.303839796233;18.007599275613
Kilaberg;59304714;18010022;200113069;1637;7451248;Kilaberg;59.304757454584;18.010152147013
Hökmossen;59291464;17989932;200112911;1638;7451109;Hökmossen;59.291460399562;17.990316884778
Nybodahallen (på Hägerstensvägen);59306799;18019821;200113397;1639;7465491;Nybodahallen (på Hägerstensväg;59.306697560812;18.019655434849
Bredängsvägen;59296866;17942334;200113281;1640;7453715;Bredängsvägen;59.296944562874;17.942284146579
Mälarhöjdsvägen;59300399;17939691;200113283;1641;7453716;Mälarhöjdsvägen;59.300250886965;17.939980740244
Mälarhöjdsbadet;59299986;17935700;200113285;1642;7445492;Mälarhöjden Mälarhöjdsbadet;59.29993463546;17.935712045806
Ålgrytebacken;59298323;17930432;200113287;1643;7453725;Ålgrytebacken;59.298126481174;17.930964125794
Minigolfbanan;59296713;17927115;200113289;1644;7453726;Minigolfbanan;59.296834556032;17.927038849035
Stora Sällskapets väg;59294718;17926836;200113291;1645;7453727;Stora Sällskapets väg;59.294684792054;17.926711935352
Sätra idrottsplats;59289513;17926198;200113293;1646;7445504;Sätra idrottsplats;59.289566093025;17.926182805305
Frösätrabacken;59289684;17920013;200113295;1647;7453728;Frösätrabacken;59.289639662747;17.919447418179
Örnsätrabacken;59288264;17913955;200113297;1648;7453729;Örnsätrabacken;59.288414097948;17.914176232949
Alsätravägen;59285567;17912418;200113299;1649;7456690;Alsätravägen;59.285930438989;17.91228517581
Fågeltorget;59306314;17993995;200113073;1650;7451249;Fågeltorget;59.306088168361;17.993537844467
Fågeltorget;59306314;17993995;200113073;1651;7451249;Fågeltorget;59.306088168361;17.993537844467
Fågeltorget;59306314;17993995;200113073;1652;7451249;Fågeltorget;59.306088168361;17.993537844467
Erik Segersälls väg;59307734;17996799;200113075;1653;7451251;Erik Segersälls väg;59.30788085935;17.996937046922
Styrbjörnsvägen;59309038;18001420;200113077;1654;7451252;Styrbjörnsvägen;59.309288445775;18.002401742517
Fågeltorget;59306314;17993995;200113073;1655;7451249;Fågeltorget;59.306088168361;17.993537844467
Edvard Swartz plan;59301262;17969274;200170698;1656;7469181;Edvard Swartz plan;59.301344397342;17.969494333677
Storsvängen (på Hägerstensvägen);59300615;17965094;200170700;1657;7469182;Storsvängen (på Hägerstensväge;59.300585007809;17.964389440042
Klubbacken;59305145;17963710;200113251;1658;7453157;Klubbacken;59.305149180136;17.96369528582
Selmedalsvägen (Klubbacken);59303950;17960339;200113253;1659;7453247;Selmedalsvägen;59.303882822175;17.960454349971
Långbroparken;59283391;17970847;200113847;1660;7465614;Långbroparken;59.283352207691;17.970932086026
Långbroparken;59283391;17970847;200113847;1661;7465614;Långbroparken;59.283352207691;17.970932086026
Västerängsvägen;59285180;17976322;200113845;1662;7465613;Västerängsvägen;59.285383278059;17.97676485408
Dr Widerströms gata;59285153;17955979;200113851;1663;7465615;Dr Widerströms gata;59.284790142181;17.956228998575
Häradsvägen;59286241;17952581;200113835;1664;7465611;Häradsvägen;59.286246487369;17.952319371558
Fruängsgården;59283257;17957076;200114071;1665;7465672;Fruängsgården;59.282594147766;17.957073209985
Västertorps skola;59290376;17968969;200113053;1666;7445514;Västertorp skola;59.290370649041;17.968990747189
Johannisdalsgatan;59290178;17955530;200113823;1667;7465607;Johannisdalsgatan;59.290173475689;17.955410167094
Långbroparken;59283391;17970847;200113847;1668;7465614;Långbroparken;59.283352207691;17.970932086026
Slalomvägen;59291347;17975648;200112909;1669;7451102;Slalomvägen;59.291277230393;17.975490275315
Bredängs allé;59291410;17931655;200113863;1670;7465619;Bredängs allé;59.291231291009;17.931446933483
Lugntorpsvägen;59298511;17956671;200113257;1671;7453268;Lugntorpsvägen;59.298217199138;17.956619864493
Gillegatan;59294268;17954172;200113259;1672;7453420;Gillegatan;59.294208653443;17.954119891072
Storsvängen;59291266;17950882;200113261;1673;7453702;Storsvängen (Slättgårdsvägen);59.291877789349;17.951708590902
Slättens gård;59289756;17948078;200112905;1674;7451101;Slättens gård;59.289694100435;17.947990469548
Eksätravägen;59288938;17943430;200113273;1675;7453710;Eksätravägen (på Eksätravägen);59.288966331129;17.943644549138
Frimurarvägen;59288425;17939134;200113275;1676;7453711;Frimurarvägen;59.288475666685;17.939067940165
Slättgårdsskolan;59290933;17939682;200113277;1677;7453712;Slättgårdsskolan;59.291167706213;17.939727911013
Vita Liljans väg;59293504;17940841;200113279;1678;7453713;Vita Liljans väg;59.293520938898;17.940788068261
Eksätravägen;59291050;17946496;200113855;1679;7465616;Eksätravägen (på Bredängsvägen;59.290776242113;17.946619160193
Storsätragränd;59282708;17920490;200113874;1680;7465624;Storsätragränd;59.282708473643;17.920491789278
Ekholmsvägen;59271508;17910233;200170393;1681;7469060;Ekholmsvägen;59.272412203032;17.910871357232
Stensätravägen;59284992;17928409;200113868;1682;7465622;Stensätravägen;59.284995457455;17.928390571316
Strömsätravägen;59285207;17934091;200113866;1683;7465621;Strömsätravägen;59.285207739071;17.934089907658
Gillsätragränd;59283284;17911941;200113302;1684;7456856;Gillsätragränd;59.283351176833;17.911862587716
Ekholmsvägen;59271508;17910233;200170393;1685;7469060;Ekholmsvägen;59.272412203032;17.910871357232
Måsholmstorget;59272721;17906593;200113304;1686;7456863;Måsholmstorget;59.272704045884;17.907257927165
Vårbergsvägen;59274204;17903932;200113306;1687;7456914;Vårbergsvägen;59.274177931567;17.90383995044
Murmästarvägen;59286439;17938253;200113864;1688;7465620;Murmästarvägen;59.286441905668;17.938238653945
Vårberg (på Svanholmsvägen);59271472;17889342;200170714;1689;7445517;Vårberg;59.27133206743;17.889262582329
Skärholmshallen;59276721;17902700;200113308;1690;7456918;Skärholmshallen;59.276340824339;17.902797488858
Skärholmens Gårdsväg;59280065;17901046;200113310;1691;7456976;Skärholmens Gårdsväg;59.280033001311;17.901024191135
Bullerholmsgränd;59281108;17893037;200113469;1692;7465520;Bullerholmsgränd;59.281046641026;17.893821841395
Stångholmsbacken;59278286;17886286;200113471;1693;7465521;Stångholmsbacken;59.278525998232;17.886929802852
Våruddsringen;59277872;17880937;200113480;1694;7465524;Våruddsringen;59.277876269302;17.880942152758
Vårbergs sjukhem;59272434;17885504;200113476;1695;7465522;Vårbergs sjukhem;59.272433754411;17.885505512958
Rönnholmsgränd;59276955;17878942;200113478;1696;7465523;Rönnholmsgränd;59.27695636534;17.878938658303
Båtholmsbacken;59272955;17882061;200113482;1697;7465525;Båtholmsbacken;59.27295589745;17.88204625419
Svanholmsvägen;59269755;17887832;200170831;1698;7469224;Svanholmsvägen;59.269712018076;17.887812939306
Stångholmsbacken;59278286;17886286;200113471;1699;7465521;Stångholmsbacken;59.278525998232;17.886929802852
Juliaborg;59280029;18035920;200113449;1700;7465512;Juliaborg;59.280180196006;18.03491963721
Juliaborg;59280029;18035920;200113449;1702;7465512;Juliaborg;59.280180196006;18.03491963721
Juliaborg;59280029;18035920;200113449;1703;7465512;Juliaborg;59.280180196006;18.03491963721
Juliaborg;59280029;18035920;200113449;1704;7465512;Juliaborg;59.280180196006;18.03491963721
Toffelbacken;59282942;18019093;200113453;1705;7465514;Toffelbacken;59.282922008046;18.018953725731
Brännkyrka kyrka;59283113;18023246;200113443;1706;7465509;Brännkyrka kyrka;59.282996949238;18.02352135978
Parkudden;59283526;18028486;200113445;1707;7465510;Parkudden;59.283394638138;18.028636539403
Örby slott;59282196;18030752;200113447;1708;7465511;Örby slott;59.281406225864;18.03201657229
Tystbergavägen;59280038;18039669;200113811;1709;7465604;Tystbergavägen;59.27996062902;18.039871265166
Götalandsvägen;59284542;18029592;200114043;1710;7465667;Götalandsvägen;59.284645019494;18.029560468383
Götalandsvägen;59284542;18029592;200114043;1711;7465667;Götalandsvägen;59.284645019494;18.029560468383
Anneboda;59286556;18027596;200114025;1712;7465660;Anneboda;59.286642638209;18.027216087892
Ottesångsvägen;59286439;18023165;200114027;1713;7465661;Ottesångsvägen;59.286436281657;18.022990422953
Västberga kyrkogårdsväg;59288938;18018364;200114029;1714;7465662;Västberga kyrkogårdsväg;59.289269064309;18.018523321324
Västberga gårdsväg;59291221;18017466;200114033;1715;7465664;Västberga gårdsväg;59.291298279156;18.017478988161
Drivhjulsvägen;59293891;18014400;200114032;1716;7465663;Drivhjulsvägen;59.293890032521;18.014504899438
Elektravägen;59295248;18012800;200113884;1717;7465629;Elektravägen;59.295636228359;18.012142744499
Karusellplan;59298215;18011901;200114039;1718;7465665;Karusellplan;59.297878356635;18.011778782696
Götalandsvägen;59284542;18029592;200114043;1719;7465667;Götalandsvägen;59.284645019494;18.029560468383
Västbergavägen (på Kontrollvägen);59294017;18002328;200113381;1720;7465484;Västbergavägen;59.294457902497;18.002165469345
Västbergavägen (på Kontrollvägen);59294017;18002328;200113381;1721;7465484;Västbergavägen;59.294457902497;18.002165469345
Kontrollvägen;59294349;18004602;200113881;1722;7465627;Kontrollvägen;59.294170143258;18.004850357467
Västbergavägen (på Kontrollvägen);59294017;18002328;200113381;1723;7465484;Västbergavägen;59.294457902497;18.002165469345
Safirgränd;59291437;17999604;200113385;1724;7465486;Safirgränd;59.291359480545;17.999525884204
Kristallvägen;59289459;18002597;200113387;1725;7465487;Kristallvägen;59.289566590632;18.002008243004
Sulvägen;59287482;18007299;200113389;1726;7465488;Sulvägen;59.287711205348;18.006592487842
Pliggvägen;59286879;18009213;200113383;1727;7465485;Pliggvägen;59.286747643954;18.009408637556
Solberga park;59282798;18012315;200113395;1728;7465490;Solberga park;59.282635627953;18.012547337752
Prästgårdsgärdet;59280847;18014652;200113441;1729;7465508;Prästgårdsgärdet;59.280567895097;18.013747145697
Inteckningsvägen;59292408;17986165;200113521;1730;7465541;Inteckningsvägen;59.29286818163;17.985614876683
Hypoteksvägen;59294367;17984727;200113519;1731;7465540;Hypoteksvägen;59.294364680509;17.984727532215
Sedelvägen;59297325;17982875;200113517;1732;7465539;Sedelvägen;59.297069151326;17.983021960336
Valutavägen;59300561;17983423;200113515;1733;7465538;Valutavägen;59.300426902407;17.983060951603
Bokbindarvägen;59301586;17989069;200113513;1734;7465537;Bokbindarvägen;59.301630396604;17.990020804062
Nyårsvägen;59302197;17994094;200113511;1735;7465536;Nyårsvägen;59.302331587633;17.994789108334
Påskvägen;59303267;17999604;200113509;1736;7465535;Påskvägen;59.303199084365;17.99926981637
Vallfartsvägen;59303572;18004386;200113507;1737;7465534;Vallfartsvägen;59.303543000492;18.004436921297
Inteckningsvägen;59292408;17986165;200113521;1738;7465541;Inteckningsvägen;59.29286818163;17.985614876683
Inteckningsvägen;59292408;17986165;200113521;1739;7465541;Inteckningsvägen;59.29286818163;17.985614876683
Södra Träskö;59382866;18790942;200100174;1740;7434161;Södra Träskö brygga;59.382798665108;18.790792179925
Södra Träskö;59382866;18790942;200100174;1741;7434161;Södra Träskö brygga;59.382798665108;18.790792179925
Södra Träskö;59382866;18790942;200100174;1742;7434161;Södra Träskö brygga;59.382798665108;18.790792179925
Södra Träskö;59382866;18790942;200100174;1743;7434161;Södra Träskö brygga;59.382798665108;18.790792179925
Södra Träskö;59382866;18790942;200100174;1744;7434161;Södra Träskö brygga;59.382798665108;18.790792179925
Södra Träskö;59382866;18790942;200100174;1745;7434161;Södra Träskö brygga;59.382798665108;18.790792179925
Södra Träskö;59382866;18790942;200100174;1746;7434161;Södra Träskö brygga;59.382798665108;18.790792179925
Södra Träskö;59382866;18790942;200100174;1747;7434161;Södra Träskö brygga;59.382798665108;18.790792179925
Södra Träskö;59382866;18790942;200100174;1748;7434161;Södra Träskö brygga;59.382798665108;18.790792179925
Södra Träskö;59382866;18790942;200100174;1749;7434161;Södra Träskö brygga;59.382798665108;18.790792179925
Långsjö torg;59268730;17970425;200113352;1750;7462050;Långsjö torg;59.268877138332;17.97038167205
Gullrisstigen;59267328;17974245;200113417;1751;7465498;Gullrisstigen;59.267400357599;17.97386629617
Vårdkasevägen;59267103;17976933;200113355;1752;7462051;Vårdkasevägen;59.267106762987;17.976934797174
Apelvägen;59272389;17966829;200113413;1753;7465497;Apelvägen;59.272528988701;17.966771410244
Herrängens gård;59275733;17960923;200113411;1754;7465496;Herrängens gård;59.27548927355;17.96099370613
Herrängsplan;59277288;17961759;200113409;1755;7465495;Herrängsplan;59.277665249554;17.96190325034
Segeltorpsgränsen;59279481;17961193;200113407;1756;7465494;Segeltorpsgränsen;59.279554544479;17.96114536051
Vantörsvägen;59281009;17963539;200113405;1757;7465493;Vantörsvägen;59.280995732579;17.963587859423
Långsjö torg;59268730;17970425;200113352;1758;7462050;Långsjö torg;59.268877138332;17.97038167205
Långsjö torg;59268730;17970425;200113352;1759;7462050;Långsjö torg;59.268877138332;17.97038167205
Skyttes plan;59276964;18000764;200113431;1760;7465505;Skyttes plan;59.277332080404;18.001185165179
Viktoriavägen;59275472;17996907;200113429;1761;7465504;Viktoriavägen;59.275529676167;17.996770576501
Vivelvägen;59276038;17993383;200113427;1762;7465503;Vivelvägen;59.275869928961;17.99309037881
Spindelvägen;59274258;17989563;200113457;1763;7465516;Spindelvägen;59.274275039468;17.989672191064
Bromsvägen;59273207;17987163;200113425;1764;7465502;Bromsvägen;59.27313299971;17.987090295596
Stockbergsvägen;59269566;17986776;200113423;1765;7465501;Stockbergsvägen;59.269895080083;17.986865698747
Myrvägen;59267642;17984385;200113421;1766;7465500;Myrvägen;59.26780014166;17.985416177914
Långsjöplan;59266689;17978344;200113419;1767;7465499;Långsjöplan;59.266656023689;17.978116403819
Skyttes plan;59276964;18000764;200113431;1768;7465505;Skyttes plan;59.277332080404;18.001185165179
Skyttes plan;59276964;18000764;200113431;1769;7465505;Skyttes plan;59.277332080404;18.001185165179
Västertorpsmotet;59288740;17981311;200112912;1770;7445515;Västertorp Västertorpsmotet;59.288840082691;17.981092157729
Tröskverksvägen;59287104;17984880;200113369;1771;7465480;Tröskverksvägen;59.287178034097;17.98489997982
Tröskverksvägen;59287104;17984880;200113369;1772;7465480;Tröskverksvägen;59.287178034097;17.98489997982
Krattvägen;59285486;17985806;200113367;1773;7465479;Krattvägen;59.285491106888;17.985897810829
Spadvägen;59282636;17985644;200113365;1774;7465478;Spadvägen;59.28281801435;17.985726881133
Fru Marias väg;59280776;17985086;200113363;1775;7465153;Fru Marias väg;59.280957219224;17.985309598458
Johan Skytteskolan;59277144;17980978;200113361;1776;7464391;Johan Skytteskolan;59.27736365261;17.981114524843
Tornfalksvägen;59273773;17978497;200113359;1777;7464387;Tornfalksvägen;59.273788773609;17.978482966916
Långbrodalsvägen;59270123;17976771;200113357;1778;7462055;Långbrodalsvägen (Svartlösaväg;59.270278498275;17.976820908749
Isbergavägen;59280686;17967234;200113483;1779;7465526;Isbergavägen;59.280846478602;17.966631712358
Älvsjögården;59280182;18005294;200113433;1780;7465506;Älvsjögården;59.280093354238;18.004644334049
Älvsjövägen;59279023;18002939;200113440;1781;7465507;Älvsjövägen;59.278991243474;18.002906304407
Långbrodalsvägen;59278870;17998265;200113829;1782;7465608;Långbrodalsvägen (Johan Skytte;59.27851953172;17.99892790518
Vältstigen;59281189;17993923;200113831;1783;7465609;Vältstigen;59.280921818589;17.994379583001
Långbrovägen;59282322;17990489;200113833;1784;7465610;Långbrovägen;59.282296508099;17.990589587165
Kämpetorpsskolan;59284254;17993842;200113055;1785;7451241;Kämpetorpsskolan;59.28381253518;17.994424755467
Nippervägen;59285387;17993599;200113057;1786;7451242;Nippervägen;59.285269543303;17.993219585613
Hökmossens gård;59288920;17993222;200113059;1787;7451243;Hökmossens gård;59.288970803856;17.993123618552
Brudkronevägen;59288956;17989275;200113373;1788;7465481;Brudkronevägen;59.288966864551;17.989612961868
Långbrohallen;59278151;17975036;200113485;1789;7465527;Långbrohallen;59.277930907913;17.975641183586
Vårberg;59275957;17890250;200102721;1790;7421727;Vårberg T-bana;59.27593318054;17.89015772082
Gesällbacken;59300354;17945057;200170927;1791;7469242;Gesällbacken;59.30027246011;17.944687521644
Lilla Sällskapets väg;59294502;17944923;200113857;1792;7465617;Lilla Sällskapets väg;59.294594857332;17.944840252969
Ålgrytevägen;59296543;17940994;200113859;1793;7465618;Ålgrytevägen;59.29655723246;17.940714964324
Vårberg;59275957;17890250;200102721;1794;7421727;Vårberg T-bana;59.27593318054;17.89015772082
Vårberg;59275957;17890250;200102721;1795;7421727;Vårberg T-bana;59.27593318054;17.89015772082
Vårberg;59275957;17890250;200102721;1796;7421727;Vårberg T-bana;59.27593318054;17.89015772082
Idholmsvägen;59273737;17898215;200170708;1797;7469184;Idholmsvägen;59.273691251452;17.898371479227
Vårberg;59275957;17890250;200102721;1798;7421727;Vårberg T-bana;59.27593318054;17.89015772082
Vårberg;59275957;17890250;200102721;1799;7421727;Vårberg T-bana;59.27593318054;17.89015772082
Sköndals centrum;59255902;18113524;200113615;1800;7401188;Sköndal centrum;59.255882626245;18.113627361255
Sköndals centrum;59255902;18113524;200113615;1801;7401188;Sköndal centrum;59.255882626245;18.113627361255
Sköndals centrum;59255902;18113524;200113615;1802;7401188;Sköndal centrum;59.255882626245;18.113627361255
Stora Sköndal;59252837;18118118;200113619;1803;7465564;Stora Sköndal;59.252720015528;18.11827046263
Dalbobranten;59254159;18115718;200113617;1804;7465563;Dalbobranten;59.254208561987;18.115863832483
Kubbegatan;59256145;18110522;200113613;1805;7465562;Kubbegatan;59.256258939044;18.110128097209
Sköndalsskolan;59256675;18107735;200113611;1806;7465561;Sköndalsskolan;59.256699171025;18.107071471398
Semmelvägen;59258734;18106099;200113609;1807;7465560;Semmelvägen;59.258961650657;18.106084126639
Spettekaksvägen;59259858;18102548;200113607;1808;7465559;Spettekaksvägen;59.259914588493;18.102465445769
Söndagsvägen;59260208;18095312;200113605;1809;7465558;Söndagsvägen;59.260090014676;18.095567370703
Norra Sköndal;59260954;18115691;200113602;1810;7465556;Norra Sköndal;59.261096036367;18.116891339315
Norra Sköndal;59260954;18115691;200113602;1811;7465556;Norra Sköndal;59.261096036367;18.116891339315
Stora Sköndals väg;59263319;18123655;200113347;1812;7459057;Stora Sköndals väg;59.263299149417;18.123793298256
Norra Sköndal;59260954;18115691;200113602;1813;7465556;Norra Sköndal;59.261096036367;18.116891339315
Sandåkraskolan;59260873;18113506;200113577;1814;7465550;Sandåkraskolan;59.260839925657;18.113611877463
Kokoskakan;59259885;18108427;200113579;1815;7465551;Kokoskakan;59.259940502095;18.108114339661
Flygledargatan;59264424;18122540;200180325;1816;7469411;Flygledargatan;59.264435047266;18.122537423471
Vinthundsvägen;59266150;18119727;200113571;1817;7465549;Vinthundsvägen;59.266487932048;18.11920368213
Norra Sköndal;59260954;18115691;200113602;1818;7465556;Norra Sköndal;59.261096036367;18.116891339315
Norra Sköndal;59260954;18115691;200113602;1819;7465556;Norra Sköndal;59.261096036367;18.116891339315
Skarpa by;59266689;18140024;200180333;1820;7469412;Skarpa by;59.266975321542;18.139690115925
Skarpnäcks gård;59264730;18141678;200180336;1821;7469413;Skarpnäcks gård;59.264522846513;18.141241287931
Listuddsvägen;59263921;18142290;200180171;1822;7469370;Listuddsvägen;59.263920356243;18.14228752441
Orhems vägskäl;59261269;18131673;200180165;1823;7469369;Orhems vägskäl;59.261344110423;18.132201772935
Skarpa by;59266689;18140024;200180333;1824;7469412;Skarpa by;59.266975321542;18.139690115925
Listuddsfältet;59258294;18135692;200180315;1825;7469408;Listuddsfältet;59.258190069236;18.135827350728
Orhems grindstuga;59249934;18136177;200180317;1826;7469409;Orhems grindstuga;59.249885570474;18.136207251825
Orhem;59247929;18139962;200180319;1827;7469410;Orhem;59.247931411971;18.140018497928
Skarpa by;59266689;18140024;200180333;1828;7469412;Skarpa by;59.266975321542;18.139690115925
Skarpa by;59266689;18140024;200180333;1829;7469412;Skarpa by;59.266975321542;18.139690115925
Skarpnäck (på Horisontvägen);59264901;18130244;200113350;1830;7445499;Skarpnäck;59.264230547086;18.131486510683
Horisontvägen;59265557;18126487;200113587;1831;7465553;Horisontvägen;59.265613115717;18.12647639348
Vinggatan;59268730;18125669;200113594;1832;7465555;Vinggatan;59.268850034664;18.125240589117
Skarpnäcksparken;59268110;18126523;200113592;1833;7465555;Vinggatan;59.268850034664;18.125240589117
Skarpnäck;59266752;18133345;200101951;1834;7421691;Skarpnäck T-bana;59.266819498894;18.133346989795
Skarpnäcks koloniområde;59271067;18111861;200113569;1835;7465548;Skarpnäcks koloniområde;59.271144962024;18.111817925467
Pungpinan;59273153;18109758;200113567;1836;7465547;Pungpinan;59.273165354702;18.109796552282
Kyrkogårdsvägen;59277503;18110126;200113565;1837;7465546;Kyrkogårdsvägen;59.277161656847;18.110294671193
