0;0;0;0;0;0;0;0;0;0;0;0;0;
70732;Garagevägen;70732;59,2932314532;18,0952832839;A2;BUSTERM;8,71693699638465E-005;7469188;Garagevägen;59,2931586799;18,0953312688;1567;1
70733;Garagevägen;70732;59,2930765068;18,0954133119;A2;BUSTERM;0,0001161184;7469188;Garagevägen;59,2931586799;18,0953312688;1567;0
13872;Hammarbyhallen;13871;59,2906993291;18,0957802141;A2;BUSTERM;0,0002055317;7465623;Hammarbyhallen;59,2905266586;18,0958916958;1568;1
13871;Hammarbyhallen;13871;59,2903538659;18,0960203021;A2;BUSTERM;0,0002153994;7465623;Hammarbyhallen;59,2905266586;18,0958916958;1568;0
13017;Kärrtorpsvägen;13017;59,2799003078;18,1077771658;A2;BUSTERM;0,0006216153;7445489;Enskededalen Kärrtorpsvägen;59,2795943078;18,1083182477;1570;1
13563;Kärrtorpsvägen;13017;59,2792943607;18,1090347865;A2;BUSTERM;0,0007767858;7445489;Enskededalen Kärrtorpsvägen;59,2795943078;18,1083182477;1570;0
13564;Kärrtorpsvägen;13017;59,2794007527;18,1091121644;A2;BUSTERM;0,0008171704;7445489;Enskededalen Kärrtorpsvägen;59,2795943078;18,1083182477;1570;0
13018;Kärrtorpsvägen;13017;59,2797988728;18,1074193581;A2;BUSTERM;0,0009218727;7445489;Enskededalen Kärrtorpsvägen;59,2795943078;18,1083182477;1570;0
13019;Åkervägen;13019;59,2797005605;18,100779618;A2;BUSTERM;0,000086536;7451187;Åkervägen;59,2796454151;18,1008463073;1571;1
13020;Åkervägen;13019;59,2795808685;18,1009470398;A2;BUSTERM;0,0001196382;7451187;Åkervägen;59,2796454151;18,1008463073;1571;0
80160;De Gamlas väg;80159;59,2817072409;18,1051264361;A2;BUSTERM;0,0006933592;7469368;De Gamlas väg;59,2814176424;18,10575642;1572;1
80159;De Gamlas väg;80159;59,2811189479;18,1064029087;A2;BUSTERM;0,0007121559;7469368;De Gamlas väg;59,2814176424;18,10575642;1572;0
80158;Dalgårdsvägen;80157;59,2839306905;18,0997305823;A2;BUSTERM;7,74309290011319E-005;7469367;Dalgårdsvägen;59,2838934844;18,0997984885;1573;1
80157;Dalgårdsvägen;80157;59,2838561557;18,0998835169;A2;BUSTERM;9,28615546261996E-005;7469367;Dalgårdsvägen;59,2838934844;18,0997984885;1573;0
13877;Understensvägen;13877;59,28809492;18,1166328052;A2;BUSTERM;5,54198619563567E-005;7465625;Understensvägen;59,2881402956;18,1166009867;1574;1
13878;Understensvägen;13877;59,2881948268;18,1165693692;A2;BUSTERM;6,30341833711509E-005;7465625;Understensvägen;59,2881402956;18,1166009867;1574;0
13556;Karlsövägen;13555;59,2855601629;18,1106867023;A2;BUSTERM;0,0001751221;7465543;Karlsövägen;59,2855631727;18,1105116061;1576;1
13555;Karlsövägen;13555;59,2855663685;18,1103361029;A2;BUSTERM;0,0001755323;7465543;Karlsövägen;59,2855631727;18,1105116061;1576;0
13553;Kärrtorpsgården;13553;59,2870810461;18,1084727156;A2;BUSTERM;0,000170354;7445487;Kärrtorp Kärrtorpsgården;59,287006408;18,1086258483;1577;1
13554;Kärrtorpsgården;13553;59,2869316458;18,1087961041;A2;BUSTERM;0,0001859474;7445487;Kärrtorp Kärrtorpsgården;59,287006408;18,1086258483;1577;0
13559;Åstorpsringen;13559;59,2884234636;18,1016126595;A2;BUSTERM;0,0002692038;7465544;Åstorpsringen;59,2884635808;18,1018788573;1578;1
13560;Åstorpsringen;13559;59,2885035745;18,1021621803;A2;BUSTERM;0,0002861319;7465544;Åstorpsringen;59,2884635808;18,1018788573;1578;0
13003;Stångåvägen;13003;59,2763083983;18,136538643;A2;BUSTERM;0,000364304;7451121;Stångåvägen;59,2760787413;18,1368214417;1581;1
13004;Stångåvägen;13003;59,2758403008;18,1371032164;A2;BUSTERM;0,0003691218;7451121;Stångåvägen;59,2760787413;18,1368214417;1581;0
13005;Kolbäcksgränd;13005;59,2787339376;18,1384942972;A2;BUSTERM;0,0004227123;7451126;Kolbäcksgränd;59,2787144728;18,1380720332;1582;1
13006;Kolbäcksgränd;13005;59,2781012082;18,138222896;A2;BUSTERM;0,0006315482;7451126;Kolbäcksgränd;59,2787144728;18,1380720332;1582;0
13100;Kolbäcksgränd;13005;59,2792899841;18,13753211;A2;BUSTERM;0,0007891326;7451126;Kolbäcksgränd;59,2787144728;18,1380720332;1582;0
13008;Byälvsvägen;13007;59,2804180953;18,1332046011;A2;BUSTERM;3,58818508103798E-005;7451140;Byälvsvägen;59,280453879;18,1332072536;1583;1
13007;Byälvsvägen;13007;59,2804985048;18,1332276386;A2;BUSTERM;4,90613328232232E-005;7451140;Byälvsvägen;59,280453879;18,1332072536;1583;0
13009;Rusthållarvägen;13009;59,280903914;18,1276221913;A2;BUSTERM;6,30243038495137E-005;7451154;Rusthållarvägen;59,2808493803;18,1276537846;1584;1
13010;Rusthållarvägen;13009;59,2808033769;18,1277206363;A2;BUSTERM;8,1150849427702E-005;7451154;Rusthållarvägen;59,2808493803;18,1276537846;1584;0
13012;Vikstensvägen;13011;59,2811634643;18,1216206397;A2;BUSTERM;0,000727557;7451162;Vikstensvägen;59,2814116314;18,1223045639;1585;1
13011;Vikstensvägen;13011;59,2816596692;18,1230056188;A2;BUSTERM;0,0007436402;7451162;Vikstensvägen;59,2814116314;18,1223045639;1585;0
13014;Gränsberget;13013;59,2796544901;18,1160782814;A2;BUSTERM;0,0002370126;7451163;Gränsberget;59,2797493271;18,1162954931;1586;1
13015;Statsrådsvägen;13015;59,2799706491;18,1114143643;A2;BUSTERM;0,0009047075;7451184;Statsrådsvägen;59,2797663671;18,1122957067;1587;1
13016;Statsrådsvägen;13015;59,279552675;18,1132110783;A2;BUSTERM;0,0009399838;7451184;Statsrådsvägen;59,2797663671;18,1122957067;1587;0
13581;Holmögaddsvägen;13581;59,2807049846;18,117605988;A2;BUSTERM;0,0001895923;7465552;Holmögaddsvägen;59,2806210555;18,1177759914;1588;1
13586;Holmögaddsvägen;13581;59,2805280317;18,117962506;A2;BUSTERM;0,0002084254;7465552;Holmögaddsvägen;59,2806210555;18,1177759914;1588;0
13091;Laxåvägen;13091;59,2722983549;18,1358084434;A2;BUSTERM;4,5400903440757E-005;7451256;Laxåvägen;59,272324542;18,1358455308;1589;1
13092;Laxåvägen;13091;59,272359571;18,1359003471;A2;BUSTERM;6,50527008249792E-005;7451256;Laxåvägen;59,272324542;18,1358455308;1589;0
13093;Svartbäcksvägen;13093;59,2726784107;18,1406591403;A2;BUSTERM;0,0006091134;7451287;Svartbäcksvägen;59,2727662909;18,141261881;1590;1
13094;Svartbäcksvägen;13093;59,2728630093;18,1418823552;A2;BUSTERM;0,0006279671;7451287;Svartbäcksvägen;59,2727662909;18,141261881;1590;0
13095;Letstigen;13095;59,2750050514;18,1461172417;A2;BUSTERM;0,0001184849;7451327;Letstigen;59,2749050377;18,1461807705;1591;1
13096;Letstigen;13095;59,274795926;18,1462608005;A2;BUSTERM;0,000135315;7451327;Letstigen;59,2749050377;18,1461807705;1591;0
13098;Djursjukhuset;13097;59,2773917902;18,1412275331;A2;BUSTERM;0,0001233235;7451331;Djursjukhuset;59,277371558;18,1413491857;1592;1
13097;Djursjukhuset;13097;59,2773511975;18,1414879565;A2;BUSTERM;0,0001402565;7451331;Djursjukhuset;59,277371558;18,1413491857;1592;0
13122;Voxnegränd;13122;59,2739908919;18,1340642959;A2;BUSTERM;4,51783495592002E-005;7451856;Voxnegränd;59,2739645179;18,1340276149;1593;1
13123;Voxnegränd;13122;59,273929361;18,1339899147;A2;BUSTERM;5,15490644253553E-005;7451856;Voxnegränd;59,2739645179;18,1340276149;1593;0
13905;Sjövikstorget;13905;59,3075155202;18,0296307915;A2;BUSTERM;0,0005273127;7416394;Sjövikstorget;59,3075064705;18,0291035564;1594;1
13906;Sjövikstorget;13905;59,3074976045;18,0285759146;A2;BUSTERM;0,0005277163;7416394;Sjövikstorget;59,3075064705;18,0291035564;1594;0
13907;Sjöviksvägen;13907;59,3064250275;18,0314386462;A2;BUSTERM;0,000132955;7416408;Sjöviksvägen;59,3064676856;18,0315645721;1595;1
13908;Sjöviksvägen;13907;59,30650993;18,0317251746;A2;BUSTERM;0,0001660656;7416408;Sjöviksvägen;59,3064676856;18,0315645721;1595;0
14066;Ekensberg;14066;59,3143891341;17,9885027935;A2;BUSTERM;0,0002204916;7465671;Ekensberg;59,3145531476;17,9883554296;1600;1
14067;Ekensberg;14066;59,3147173467;17,9882076573;A2;BUSTERM;0,0002209026;7465671;Ekensberg;59,3145531476;17,9883554296;1600;0
13080;Stora Fågelsången;13079;59,3127059619;18,0095423273;A2;BUSTERM;0,0001916313;7451253;Stora Fågelsången;59,3125513028;18,009655478;1601;1
13079;Stora Fågelsången;13079;59,3123965326;18,0097857658;A2;BUSTERM;0,0002023085;7451253;Stora Fågelsången;59,3125513028;18,009655478;1601;0
14068;Trekanten;14068;59,3141222091;18,0181706314;A2;BUSTERM;9,04334401630719E-005;7424922;Liljeholmen Trekanten Spårv;59,3140694887;18,0180971551;1603;1
14069;Trekanten;14068;59,3142226653;18,0180717672;A2;BUSTERM;0,0001552663;7424922;Liljeholmen Trekanten Spårv;59,3140694887;18,0180971551;1603;0
4517;Trekanten;4517;59,3142002243;18,0178068315;A2;TRAMSTN;0,0003184017;7424922;Liljeholmen Trekanten Spårv;59,3140694887;18,0180971551;1603;0
4518;Trekanten;4517;59,3139317863;18,018808166;A2;TRAMSTN;0,0007242225;7424922;Liljeholmen Trekanten Spårv;59,3140694887;18,0180971551;1603;0
13591;Kilabergsvägen;70738;59,3059987278;18,0105659241;A2;BUSTERM;0,0003192643;7469191;Kilabergsvägen;59,3059305009;18,0108778131;1604;1
70738;Kilabergsvägen;70738;59,3058618652;18,0112243772;A2;BUSTERM;0,0003532952;7469191;Kilabergsvägen;59,3059305009;18,0108778131;1604;0
14058;Gröndal;13086;59,3156747102;18,0097520356;A2;BUSTERM;0,0008728825;7424923;Gröndal Spårv;59,3152837313;18,0089716131;1605;1
14057;Gröndal;13086;59,3160399904;18,0115147229;A2;BUSTERM;0,0026531746;7424923;Gröndal Spårv;59,3152837313;18,0089716131;1605;0
4519;Gröndal;4519;59,3159045506;18,011558647;A2;TRAMSTN;0,0026604813;7424923;Gröndal Spårv;59,3152837313;18,0089716131;1605;0
4520;Gröndal;4519;59,3159437557;18,0118949417;A2;TRAMSTN;0,0029969121;7424923;Gröndal Spårv;59,3152837313;18,0089716131;1605;0
14061;Bryggvägen;14061;59,3152243634;17,9986565378;A2;BUSTERM;0,0007026505;7465669;Bryggvägen;59,315221426;17,9993591821;1607;1
14062;Bryggvägen;14061;59,3152180796;18,0000965124;A2;BUSTERM;0,0007373379;7465669;Bryggvägen;59,315221426;17,9993591821;1607;0
14063;Mörtviken;14063;59,3145023988;17,9951321302;A2;BUSTERM;8,79487028397815E-005;7465670;Mörtviken;59,3145008317;17,995220065;1608;1
14064;Mörtviken;14063;59,3144991554;17,995325139;A2;BUSTERM;0,0001050874;7465670;Mörtviken;59,3145008317;17,995220065;1608;0
14059;Fågelsångsvägen;14059;59,3150077561;18,0061781917;A2;BUSTERM;0,0006595357;7465668;Fågelsångsvägen;59,3149289262;18,005523384;1609;1
14060;Fågelsångsvägen;14059;59,3148502789;18,0048681722;A2;BUSTERM;0,000659915;7465668;Fågelsångsvägen;59,3149289262;18,005523384;1609;0
13880;Marievik;13879;59,3101972374;18,0277158849;A2;BUSTERM;0,0003524253;7465626;Marievik;59,3105397929;18,0276330639;1619;1
13879;Marievik;13879;59,3104696281;18,0270135609;A2;BUSTERM;0,0006234638;7465626;Marievik;59,3105397929;18,0276330639;1619;0
13842;Marievik;13879;59,3109524901;18,0281866865;A2;BUSTERM;0,0006905193;7465626;Marievik;59,3105397929;18,0276330639;1619;0
14042;Svandammsvägen;14041;59,3014725873;18,0174720253;A2;BUSTERM;0,0002347142;7465666;Svandammsvägen;59,3015134721;18,0177031513;1622;1
14041;Svandammsvägen;14041;59,3015542446;18,0179514102;A2;BUSTERM;0,0002515847;7465666;Svandammsvägen;59,3015134721;18,0177031513;1622;0
13206;Nybodahöjden;13205;59,3027198953;18,0212228896;A2;BUSTERM;0,0002302668;7452704;Nybodahöjden;59,3025819727;18,0214072809;1623;1
13205;Nybodahöjden;13205;59,3024529072;18,021609387;A2;BUSTERM;0,0002398015;7452704;Nybodahöjden;59,3025819727;18,0214072809;1623;0
13207;Sjöviksbacken;13207;59,301894162;18,0248916701;A2;BUSTERM;0,0001775867;7452807;Sjöviksbacken;59,3018552015;18,0250649303;1624;1
13208;Sjöviksbacken;13207;59,3018161278;18,0252553226;A2;BUSTERM;0,0001943604;7452807;Sjöviksbacken;59,3018552015;18,0250649303;1624;0
13179;Hildebergsvägen;13179;59,3023958502;18,0291736623;A2;BUSTERM;0,0005209787;7452305;Hildebergsvägen;59,3026483966;18,0296293366;1626;1
13180;Hildebergsvägen;13179;59,3029008279;18,0301021507;A2;BUSTERM;0,0005359801;7452305;Hildebergsvägen;59,3026483966;18,0296293366;1626;0
13371;Hökmossen;12911;59,2917845916;17,9902672411;A2;BUSTERM;0,000327971;7451109;Hökmossen;59,2914603996;17,9903168848;1630;1
13524;Hökmossen;12911;59,2914669626;17,9899309235;A2;BUSTERM;0,0003860171;7451109;Hökmossen;59,2914603996;17,9903168848;1630;0
13372;Hökmossen;12911;59,291129922;17,9907518749;A2;BUSTERM;0,0005462892;7451109;Hökmossen;59,2914603996;17,9903168848;1630;0
13394;Mejselvägen;13391;59,293424497;17,9899334988;A2;BUSTERM;0,0003167369;7465489;Mejselvägen;59,2937282102;17,990023391;1631;1
13391;Mejselvägen;13391;59,2940315209;17,9901479496;A2;BUSTERM;0,0003278906;7465489;Mejselvägen;59,2937282102;17,990023391;1631;0
13376;Klensmedsvägen;13375;59,2971016369;17,9902043064;A2;BUSTERM;0,0001443161;7465482;Klensmedsvägen;59,2971261011;17,9903465338;1632;1
13375;Klensmedsvägen;13375;59,2971501626;17,9905234294;A2;BUSTERM;0,0001785245;7465482;Klensmedsvägen;59,2971261011;17,9903465338;1632;0
13380;Tellusborgsvägen;13379;59,2968470452;17,9994751623;A2;BUSTERM;0,0007429356;7465483;Tellusborgsvägen;59,2965125108;18,0001385174;1634;1
13379;Tellusborgsvägen;13379;59,2961778633;18,0008189894;A2;BUSTERM;0,000758308;7465483;Tellusborgsvägen;59,2965125108;18,0001385174;1634;0
13068;Svandammsplan;13067;59,3004427546;18,0024457231;A2;BUSTERM;0,0006823441;7451247;Svandammsplan;59,3007014074;18,0030771439;1635;1
13067;Svandammsplan;13067;59,300950977;18,0037251279;A2;BUSTERM;0,0006943833;7451247;Svandammsplan;59,3007014074;18,0030771439;1635;0
13505;Majstångsvägen;13505;59,3037656817;18,0072079615;A2;BUSTERM;0,0003982708;7465533;Majstångsvägen;59,3038397962;18,0075992756;1636;1
13506;Majstångsvägen;13505;59,3039045324;18,0080246859;A2;BUSTERM;0,0004303076;7465533;Majstångsvägen;59,3038397962;18,0075992756;1636;0
13069;Kilaberg;13069;59,3048003193;18,0102776334;A2;BUSTERM;0,0001326055;7451248;Kilaberg;59,3047574546;18,010152147;1637;1
13070;Kilaberg;13069;59,3047147756;18,010026254;A2;BUSTERM;0,0001329306;7451248;Kilaberg;59,3047574546;18,010152147;1637;0
13502;Nybodahallen;13502;59,3063117397;18,0217550448;A2;BUSTERM;2,23701520077103E-007;7470751;Nybodahallen (på Södertäljeväg;59,3063116467;18,0217552483;1639;1
13504;Nybodahallen;13397;59,3065924001;18,0195079001;A2;BUSTERM;0,0001811774;7465491;Nybodahallen (på Hägerstensväg;59,3066975608;18,0196554348;1639;0
13503;Nybodahallen;13397;59,3068026091;18,0198201055;A2;BUSTERM;0,0001953243;7465491;Nybodahallen (på Hägerstensväg;59,3066975608;18,0196554348;1639;0
13281;Bredängsvägen;13281;59,2968630596;17,9423314948;A2;BUSTERM;9,42583798424474E-005;7453715;Bredängsvägen;59,2969445629;17,9422841466;1640;1
13282;Bredängsvägen;13281;59,2970349345;17,9422544918;A2;BUSTERM;9,51128086328827E-005;7453715;Bredängsvägen;59,2969445629;17,9422841466;1640;0
13283;Mälarhöjdsvägen;13283;59,3003993905;17,9396913536;A2;BUSTERM;0,000325266;7453716;Mälarhöjdsvägen;59,300250887;17,9399807402;1641;1
13284;Mälarhöjdsvägen;13283;59,300102281;17,9402872572;A2;BUSTERM;0,0003406411;7453716;Mälarhöjdsvägen;59,300250887;17,9399807402;1641;0
13285;Mälarhöjdsbadet;13285;59,2999888374;17,9356976676;A2;BUSTERM;5,60765725795591E-005;7445492;Mälarhöjden Mälarhöjdsbadet;59,2999346355;17,9357120458;1642;1
13286;Mälarhöjdsbadet;13285;59,2998803324;17,9357435567;A2;BUSTERM;6,27834354440852E-005;7445492;Mälarhöjden Mälarhöjdsbadet;59,2999346355;17,9357120458;1642;0
13287;Ålgrytebacken;13287;59,2983238223;17,9304319729;A2;BUSTERM;0,0005675651;7453725;Ålgrytebacken;59,2981264812;17,9309641258;1643;1
13288;Ålgrytebacken;13287;59,2979197807;17,9315303831;A2;BUSTERM;0,0006028038;7453725;Ålgrytebacken;59,2981264812;17,9309641258;1643;0
13290;Minigolfbanan;13289;59,2967166051;17,9271190758;A2;BUSTERM;0,0001426491;7453726;Minigolfbanan;59,296834556;17,927038849;1644;1
13289;Minigolfbanan;13289;59,2969526926;17,9269582151;A2;BUSTERM;0,0001430318;7453726;Minigolfbanan;59,296834556;17,927038849;1644;0
13291;Stora Sällskapets väg;13291;59,2946507165;17,926604278;A2;BUSTERM;0,0001129214;7453727;Stora Sällskapets väg;59,2946847921;17,9267119354;1645;1
13292;Stora Sällskapets väg;13291;59,2947187676;17,9268367231;A2;BUSTERM;0,0001293303;7453727;Stora Sällskapets väg;59,2946847921;17,9267119354;1645;0
13293;Sätra idrottsplats;13293;59,2896110381;17,9261853922;A2;BUSTERM;4,5019479445357E-005;7445504;Sätra idrottsplats;59,289566093;17,9261828053;1646;1
13294;Sätra idrottsplats;13293;59,2895120777;17,9261967881;A2;BUSTERM;5,57958550359213E-005;7445504;Sätra idrottsplats;59,289566093;17,9261828053;1646;0
13295;Frösätrabacken;13295;59,2896034393;17,9189184045;A2;BUSTERM;0,0005302524;7453728;Frösätrabacken;59,2896396627;17,9194474182;1647;1
13296;Frösätrabacken;13295;59,2896844708;17,9200116515;A2;BUSTERM;0,0005660097;7453728;Frösätrabacken;59,2896396627;17,9194474182;1647;0
13297;Örnsätrabacken;13297;59,2885632831;17,914395868;A2;BUSTERM;0,0002655104;7453729;Örnsätrabacken;59,2884140979;17,9141762329;1648;1
13298;Örnsätrabacken;13297;59,288265098;17,9139561934;A2;BUSTERM;0,0002657412;7453729;Örnsätrabacken;59,2884140979;17,9141762329;1648;0
13299;Alsätravägen;13299;59,2862916221;17,9121668829;A2;BUSTERM;0,0003800611;7456690;Alsätravägen;59,285930439;17,9122851758;1649;1
13300;Alsätravägen;13299;59,2855691578;17,9124205922;A2;BUSTERM;0,000385826;7456690;Alsätravägen;59,285930439;17,9122851758;1649;0
13074;Fågeltorget;13073;59,3058713746;17,9930846924;A2;BUSTERM;0,0005023408;7451249;Fågeltorget;59,3060881684;17,9935378445;1652;1
13073;Fågeltorget;13073;59,3063141163;17,9939911716;A2;BUSTERM;0,0005065156;7451249;Fågeltorget;59,3060881684;17,9935378445;1652;0
13075;Erik Segersälls väg;13075;59,3077305275;17,9968042343;A2;BUSTERM;0,0002005963;7451251;Erik Segersälls väg;59,3078808594;17,9969370469;1653;1
13076;Erik Segersälls väg;13075;59,3080221118;17,9970864196;A2;BUSTERM;0,0002055832;7451251;Erik Segersälls väg;59,3078808594;17,9969370469;1653;0
13077;Styrbjörnsvägen;13077;59,3090357048;18,001419299;A2;BUSTERM;0,0010144325;7451252;Styrbjörnsvägen;59,3092884458;18,0024017425;1654;1
13078;Styrbjörnsvägen;13077;59,3095410691;18,0034013372;A2;BUSTERM;0,0010310228;7451252;Styrbjörnsvägen;59,3092884458;18,0024017425;1654;0
70698;Edvard Swartz plan;70698;59,3012582844;17,9692779567;A2;BUSTERM;0,0002328829;7469181;Edvard Swartz plan;59,3013443973;17,9694943337;1656;1
70699;Edvard Swartz plan;70698;59,3014304043;17,9697278448;A2;BUSTERM;0,0002488466;7469181;Edvard Swartz plan;59,3013443973;17,9694943337;1656;0
70701;Storsvängen;70700;59,3005515835;17,9637023574;A2;BUSTERM;0,0006878951;7469182;Storsvängen (på Hägerstensväge;59,3005850078;17,96438944;1657;1
70700;Storsvängen;70700;59,3006183235;17,9650936566;A2;BUSTERM;0,0007050042;7469182;Storsvängen (på Hägerstensväge;59,3005850078;17,96438944;1657;0
13251;Klubbacken;13251;59,3051489824;17,9637126242;A2;BUSTERM;1,73395274396536E-005;7453157;Klubbacken;59,3051491801;17,9636952858;1658;1
13254;Selmedalsvägen;13253;59,3039477376;17,9603353296;A2;BUSTERM;0,0001355723;7453247;Selmedalsvägen;59,3038828222;17,96045435;1659;1
13253;Selmedalsvägen;13253;59,303808832;17,9605899369;A2;BUSTERM;0,0001544615;7453247;Selmedalsvägen;59,3038828222;17,96045435;1659;0
13403;Fredrika Bremers gata;13403;59,2839141158;17,9695460686;A2;BUSTERM;0,000073757;7465492;Fredrika Bremers gata;59,2838593278;17,9695954484;1661;1
13404;Fredrika Bremers gata;13403;59,2838134044;17,9696625215;A2;BUSTERM;8,12881551888288E-005;7465492;Fredrika Bremers gata;59,2838593278;17,9695954484;1661;0
13847;Långbroparken;13847;59,283399192;17,9708120173;A2;BUSTERM;0,0001289341;7465614;Långbroparken;59,2833522077;17,970932086;1661;0
13848;Långbroparken;13847;59,2833140878;17,971069848;A2;BUSTERM;0,0001429387;7465614;Långbroparken;59,2833522077;17,970932086;1661;0
13845;Västerängsvägen;13845;59,2851840712;17,9763307593;A2;BUSTERM;0,0004776208;7465613;Västerängsvägen;59,2853832781;17,9767648541;1662;1
13846;Västerängsvägen;13845;59,2855823769;17,9772160788;A2;BUSTERM;0,0004931979;7465613;Västerängsvägen;59,2853832781;17,9767648541;1662;0
13851;Dr Widerströms gata;13851;59,2851096954;17,9559154993;A2;BUSTERM;0,0004476561;7465615;Dr Widerströms gata;59,2847901422;17,9562289986;1663;1
13852;Dr Widerströms gata;13851;59,2844701949;17,9565771479;A2;BUSTERM;0,0004728364;7465615;Dr Widerströms gata;59,2847901422;17,9562289986;1663;0
13836;Häradsvägen;13835;59,2862422451;17,9525821513;A2;BUSTERM;0,000262814;7465611;Häradsvägen;59,2862464874;17,9523193716;1664;1
13835;Häradsvägen;13835;59,2862509149;17,9520561852;A2;BUSTERM;0,0002632236;7465611;Häradsvägen;59,2862464874;17,9523193716;1664;0
70387;Fruängsgården;14071;59,2823720109;17,9569361458;A2;BUSTERM;0,0002610199;7465672;Fruängsgården;59,2825941478;17,95707321;1665;1
14086;Fruängsgården;14071;59,2823644886;17,9568479291;A2;BUSTERM;0,0003217061;7465672;Fruängsgården;59,2825941478;17,95707321;1665;0
13053;Västertorps skola;13053;59,2903800034;17,968973579;A2;BUSTERM;1,95511989208129E-005;7445514;Västertorp skola;59,290370649;17,9689907472;1666;1
13054;Västertorps skola;13053;59,2903519278;17,9690420076;A2;BUSTERM;5,45721360686485E-005;7445514;Västertorp skola;59,290370649;17,9689907472;1666;0
13823;Johannisdalsgatan;13823;59,2901805129;17,9555332689;A2;BUSTERM;0,0001233027;7465607;Johannisdalsgatan;59,2901734757;17,9554101671;1667;1
13824;Johannisdalsgatan;13823;59,2901576539;17,9552860931;A2;BUSTERM;0,0001250788;7465607;Johannisdalsgatan;59,2901734757;17,9554101671;1667;0
12910;Slalomvägen;12909;59,2913464553;17,9756524513;A2;BUSTERM;0,0001763325;7451102;Slalomvägen;59,2912772304;17,9754902753;1669;1
12909;Slalomvägen;12909;59,291208191;17,9753276933;A2;BUSTERM;0,0001766334;7451102;Slalomvägen;59,2912772304;17,9754902753;1669;0
13863;Bredängs allé;13863;59,2910548373;17,9312601922;A2;BUSTERM;0,0002569207;7465619;Bredängs allé;59,291231291;17,9314469335;1670;1
13870;Bredängs allé;13863;59,2914076439;17,9316508053;A2;BUSTERM;0,0002695627;7465619;Bredängs allé;59,291231291;17,9314469335;1670;0
13258;Lugntorpsvägen;13257;59,2979215629;17,9565834377;A2;BUSTERM;0,0002978719;7453268;Lugntorpsvägen;59,2982171991;17,9566198645;1671;1
13257;Lugntorpsvägen;13257;59,2985127314;17,9566734237;A2;BUSTERM;0,0003003464;7453268;Lugntorpsvägen;59,2982171991;17,9566198645;1671;0
13260;Gillegatan;13259;59,2941375626;17,9540800914;A2;BUSTERM;8,14734585944461E-005;7453420;Gillegatan;59,2942086534;17,9541198911;1672;1
13259;Gillegatan;13259;59,2942706705;17,954176255;A2;BUSTERM;8,38034157585686E-005;7453420;Gillegatan;59,2942086534;17,9541198911;1672;0
13262;Storsvängen;13261;59,2918072755;17,951633729;A2;BUSTERM;0,0001028422;7453702;Storsvängen (Slättgårdsvägen);59,2918777893;17,9517085909;1673;1
13261;Storsvängen;13261;59,2912629601;17,9508797873;A2;BUSTERM;0,0010319546;7453702;Storsvängen (Slättgårdsvägen);59,2918777893;17,9517085909;1673;0
12905;Slättens gård;12905;59,2896322663;17,9479337179;A2;BUSTERM;8,3929797274165E-005;7451101;Slättens gård;59,2896941004;17,9479904695;1674;1
12906;Slättens gård;12905;59,2897555434;17,9480818829;A2;BUSTERM;0,0001101438;7451101;Slättens gård;59,2896941004;17,9479904695;1674;0
13273;Eksätravägen;13273;59,2889339964;17,9434316912;A2;BUSTERM;0,0002152999;7453710;Eksätravägen (på Eksätravägen);59,2889663311;17,9436445491;1675;1
13274;Eksätravägen;13273;59,2889893052;17,9438915057;A2;BUSTERM;0,0002480228;7453710;Eksätravägen (på Eksätravägen);59,2889663311;17,9436445491;1675;0
13275;Frimurarvägen;13275;59,2884297588;17,9391350639;A2;BUSTERM;8,13211342977346E-005;7453711;Frimurarvägen;59,2884756667;17,9390679402;1676;1
13276;Frimurarvägen;13275;59,2885307307;17,9390009711;A2;BUSTERM;0,0000867;7453711;Frimurarvägen;59,2884756667;17,9390679402;1676;0
13277;Slättgårdsskolan;13277;59,290935144;17,9396780361;A2;BUSTERM;0,0002378501;7453712;Slättgårdsskolan;59,2911677062;17,939727911;1677;1
13278;Slättgårdsskolan;13277;59,2914001668;17,939794915;A2;BUSTERM;0,0002419245;7453712;Slättgårdsskolan;59,2911677062;17,939727911;1677;0
13280;Vita Liljans väg;13279;59,2935392599;17,9407714528;A2;BUSTERM;2,47332693511756E-005;7453713;Vita Liljans väg;59,2935209389;17,9407880683;1678;1
13279;Vita Liljans väg;13279;59,2935022286;17,9408393493;A2;BUSTERM;5,45876715601263E-005;7453713;Vita Liljans väg;59,2935209389;17,9407880683;1678;0
13856;Eksätravägen;13855;59,2910477508;17,946495582;A2;BUSTERM;0,0002983094;7465616;Eksätravägen (på Bredängsvägen;59,2907762421;17,9466191602;1679;1
13855;Eksätravägen;13855;59,2905043426;17,9467773988;A2;BUSTERM;0,0003145931;7465616;Eksätravägen (på Bredängsvägen;59,2907762421;17,9466191602;1679;0
13874;Storsätragränd;13874;59,2827085665;17,9204915861;A2;BUSTERM;2,23424309283336E-007;7465624;Storsätragränd;59,2827084736;17,9204917893;1680;1
13868;Stensätravägen;13868;59,2849952645;17,9284078999;A2;BUSTERM;1,73296631948325E-005;7465622;Stensätravägen;59,2849954575;17,9283905713;1682;1
13866;Strömsätravägen;13866;59,2852078319;17,9340897044;A2;BUSTERM;2,23458584361915E-007;7465621;Strömsätravägen;59,2852077391;17,9340899077;1683;1
